Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
36,67,36-67,Leaf,,,,,-4.42894888,2.0,
36,68,36-68,dayofyear_cos,0.584823966,36-115,36-116,36-116,178.428833,10.0,
36,69,36-69,manggarai_air_lag1,675.0,36-117,36-118,36-118,2211.09961,7568.0,
36,70,36-70,manggarai_air_lag7,650.0,36-119,36-120,36-120,2562.99512,1207.0,
36,71,36-71,Leaf,,,,,0.439920038,1.0,
36,72,36-72,Leaf,,,,,2.04512644,5.0,
36,73,36-73,depok_air_lag19,135.0,36-121,36-122,36-122,1465.78711,58.0,
36,74,36-74,depok_air_lag20,165.0,36-123,36-124,36-124,208.8302,64.0,
36,75,36-75,time_index,12369.0,36-125,36-126,36-126,2481.38013,19.0,
36,76,36-76,manggarai_air_lag1,745.0,36-127,36-128,36-128,403.903809,163.0,
36,77,36-77,Leaf,,,,,-2.60497642,2.0,
36,78,36-78,Leaf,,,,,-0.233288571,1.0,
36,79,36-79,depok_cuaca_lag9_hujan,1.0,36-129,36-130,36-130,134.384415,10.0,
36,80,36-80,time_index,33331.0,36-131,36-132,36-132,69.3163528,4.0,
36,81,36-81,katulampa_air_lag5,15.0,36-133,36-134,36-134,758.764954,220.0,
36,82,36-82,depok_air_lag6,135.0,36-135,36-136,36-136,321.10376,7.0,
36,83,36-83,Leaf,,,,,2.74902034,1.0,
36,84,36-84,depok_air_lag8,135.0,36-137,36-138,36-138,594.319702,70.0,
36,85,36-85,depok_air_lag23,145.0,36-139,36-140,36-140,620.992188,77.0,
36,86,36-86,depok_air_lag6,130.0,36-141,36-142,36-142,611.085938,286.0,
36,87,36-87,Leaf,,,,,1.19255447,7.0,
36,88,36-88,Leaf,,,,,0.266653448,1.0,
36,89,36-89,Leaf,,,,,-0.150861174,3122.0,
36,90,36-90,Leaf,,,,,-1.96803188,2.0,
36,91,36-91,Leaf,,,,,-0.176932871,43.0,
36,92,36-92,Leaf,,,,,-2.94638681,1.0,
36,93,36-93,Leaf,,,,,0.0358273089,55.0,
36,94,36-94,Leaf,,,,,0.440826029,16.0,
36,95,36-95,Leaf,,,,,-1.00168455,3.0,
36,96,36-96,Leaf,,,,,-0.062191654,49.0,
36,97,36-97,Leaf,,,,,0.404005975,2.0,
36,98,36-98,Leaf,,,,,-0.0387736,2.0,
36,99,36-99,Leaf,,,,,-0.0797932371,3910.0,
36,100,36-100,Leaf,,,,,-0.437588781,163.0,
36,101,36-101,Leaf,,,,,-9.03867626,1.0,
36,102,36-102,Leaf,,,,,0.170849606,5.0,
36,103,36-103,Leaf,,,,,-0.0318104848,7834.0,
36,104,36-104,Leaf,,,,,0.0674277097,1114.0,
36,105,36-105,Leaf,,,,,-1.00843322,19.0,
36,106,36-106,Leaf,,,,,0.100099541,12.0,
36,107,36-107,Leaf,,,,,0.12475127,196.0,
36,108,36-108,Leaf,,,,,1.14345419,37.0,
36,109,36-109,Leaf,,,,,-0.426502854,30.0,
36,110,36-110,Leaf,,,,,0.0782080218,423.0,
36,111,36-111,Leaf,,,,,0.341288358,211.0,
36,112,36-112,Leaf,,,,,-0.128791854,65.0,
36,113,36-113,Leaf,,,,,0.499768883,58.0,
36,114,36-114,Leaf,,,,,1.41160238,13.0,
36,115,36-115,Leaf,,,,,0.220285371,8.0,
36,116,36-116,Leaf,,,,,-0.670231104,2.0,
36,117,36-117,Leaf,,,,,0.0523771755,5892.0,
36,118,36-118,Leaf,,,,,0.182538554,1676.0,
36,119,36-119,Leaf,,,,,-0.649214208,64.0,
36,120,36-120,Leaf,,,,,-0.00366433943,1143.0,
36,121,36-121,Leaf,,,,,1.40793169,43.0,
36,122,36-122,Leaf,,,,,0.24445419,15.0,
36,123,36-123,Leaf,,,,,0.366025299,61.0,
36,124,36-124,Leaf,,,,,1.14182127,3.0,
36,125,36-125,Leaf,,,,,0.610024035,11.0,
36,126,36-126,Leaf,,,,,-1.59170806,8.0,
36,127,36-127,Leaf,,,,,0.420010895,155.0,
36,128,36-128,Leaf,,,,,1.12678969,8.0,
36,129,36-129,Leaf,,,,,0.642121375,5.0,
36,130,36-130,Leaf,,,,,-0.0505289733,5.0,
36,131,36-131,Leaf,,,,,-0.591300428,2.0,
36,132,36-132,Leaf,,,,,0.12036337,2.0,
36,133,36-133,Leaf,,,,,-0.469873041,25.0,
36,134,36-134,Leaf,,,,,0.105111815,195.0,
36,135,36-135,Leaf,,,,,-1.52571821,5.0,
36,136,36-136,Leaf,,,,,-0.0413492844,2.0,
36,137,36-137,Leaf,,,,,0.919525564,14.0,
36,138,36-138,Leaf,,,,,0.204576254,56.0,
36,139,36-139,Leaf,,,,,0.492618531,70.0,
36,140,36-140,Leaf,,,,,1.44793701,7.0,
36,141,36-141,Leaf,,,,,-0.110476196,30.0,
36,142,36-142,Leaf,,,,,0.363274395,256.0,
37,0,37-0,manggarai_air_lag1,655.0,37-1,37-2,37-2,16292.4629,27179.0,
37,1,37-1,depok_air_lag7,20.0,37-3,37-4,37-4,4870.59619,21274.0,
37,2,37-2,manggarai_air_lag1,725.0,37-5,37-6,37-6,4234.40234,5905.0,
37,3,37-3,time_index,289.0,37-7,37-8,37-8,5332.3125,3.0,
37,4,37-4,manggarai_air_lag1,615.0,37-9,37-10,37-10,4172.60352,21271.0,
37,5,37-5,depok_cuaca_lag5_hujan,1.0,37-11,37-12,37-12,1843.54785,5129.0,
37,6,37-6,manggarai_air_lag2,675.0,37-13,37-14,37-14,1073.44531,776.0,
37,7,37-7,Leaf,,,,,-7.18370676,1.0,
37,8,37-8,Leaf,,,,,0.0794738755,2.0,
37,9,37-9,manggarai_air_lag20,20.0,37-15,37-16,37-16,2494.15088,10325.0,
37,10,37-10,manggarai_air_lag2,658.0,37-17,37-18,37-18,2148.73657,10946.0,
37,11,37-11,manggarai_cuaca_lag19_hujan,1.0,37-19,37-20,37-20,1492.33179,4655.0,
37,12,37-12,depok_air_lag23,275.0,37-21,37-22,37-22,1091.1084,474.0,
37,13,37-13,katulampa_air_lag5,45.0,37-23,37-24,37-24,1927.91455,14.0,
37,14,37-14,manggarai_air_lag1,805.0,37-25,37-26,37-26,693.614258,762.0,
37,15,37-15,Leaf,,,,,2.79543853,2.0,
37,16,37-16,manggarai_air_lag1,587.5,37-27,37-28,37-28,1349.08301,10323.0,
37,17,37-17,manggarai_air_lag2,602.5,37-29,37-30,37-30,1651.27356,10683.0,
37,18,37-18,depok_air_lag7,135.0,37-31,37-32,37-32,1070.05908,263.0,
37,19,37-19,time_index,3473.0,37-33,37-34,37-34,1813.11719,4296.0,
37,20,37-20,depok_air_lag23,190.0,37-35,37-36,37-36,6727.80908,359.0,
37,21,37-21,manggarai_air_lag3,658.0,37-37,37-38,37-38,912.234375,473.0,
37,22,37-22,Leaf,,,,,2.63913584,1.0,
37,23,37-23,manggarai_air_lag1,740.0,37-39,37-40,37-40,339.56958,11.0,
37,24,37-24,hour_sin,0.707106769,37-41,37-42,37-42,526.645691,3.0,
37,25,37-25,depok_cuaca_lag7_hujan,1.0,37-43,37-44,37-44,693.682129,702.0,
37,26,37-26,hour_sin,-0.866025388,37-45,37-46,37-46,310.096436,60.0,
37,27,37-27,depok_air_lag9,102.5,37-47,37-48,37-48,944.831055,3278.0,
37,28,37-28,manggarai_air_lag2,612.5,37-49,37-50,37-50,1537.15625,7045.0,
37,29,37-29,time_index,953.0,37-51,37-52,37-52,1838.53247,103.0,
37,30,37-30,manggarai_air_lag3,602.5,37-53,37-54,37-54,3895.43579,10580.0,
37,31,37-31,manggarai_air_lag4,650.0,37-55,37-56,37-56,1117.39429,260.0,
37,32,37-32,time_index,14893.0,37-57,37-58,37-58,552.967773,3.0,
37,33,37-33,depok_air_lag23,92.5,37-59,37-60,37-60,908.751831,191.0,
37,34,37-34,manggarai_cuaca_lag4_hujan,1.0,37-61,37-62,37-62,1622.07178,4105.0,
37,35,37-35,depok_air_lag16,225.0,37-63,37-64,37-64,4534.00586,348.0,
37,36,37-36,time_index,12505.0,37-65,37-66,37-66,42999.0352,11.0,
37,37,37-37,katulampa_air_lag5,120.0,37-67,37-68,37-68,605.518555,119.0,
37,38,37-38,manggarai_air_lag1,690.0,37-69,37-70,37-70,643.182495,354.0,
37,39,37-39,dayofyear_sin,-0.677239954,37-71,37-72,37-72,8.3243103,4.0,
37,40,37-40,dayofyear_sin,-0.803547621,37-73,37-74,37-74,150.833008,7.0,
37,41,37-41,Leaf,,,,,-1.99254155,1.0,
37,42,37-42,time_index,8657.0,37-75,37-76,37-76,0.372619629,2.0,
37,43,37-43,manggarai_cuaca_lag2_hujan,1.0,37-77,37-78,37-78,550.146729,569.0,
37,44,37-44,manggarai_cuaca_lag4_hujan,1.0,37-79,37-80,37-80,749.539795,133.0,
37,45,37-45,Leaf,,,,,1.57060552,3.0,
37,46,37-46,depok_air_lag16,96.0,37-81,37-82,37-82,162.816895,57.0,
37,47,37-47,manggarai_air_lag3,590.0,37-83,37-84,37-84,1043.72217,3231.0,
37,48,37-48,depok_air_lag10,80.0,37-85,37-86,37-86,297.120483,47.0,
37,49,37-49,depok_air_lag7,165.0,37-87,37-88,37-88,1060.71619,6783.0,
37,50,37-50,manggarai_air_lag9,602.5,37-89,37-90,37-90,3016.51465,262.0,
37,51,37-51,time_index,289.0,37-91,37-92,37-92,1826.87061,5.0,
37,52,37-52,hour_cos,-0.5,37-93,37-94,37-94,1078.2644,98.0,
37,53,37-53,time_index,3741.0,37-95,37-96,37-96,16630.7109,104.0,
37,54,37-54,depok_air_lag8,160.0,37-97,37-98,37-98,1702.92358,10476.0,
37,55,37-55,time_index,23903.0,37-99,37-100,37-100,117.460938,20.0,
37,56,37-56,katulampa_air_lag21,90.0,37-101,37-102,37-102,755.463013,240.0,
37,57,37-57,Leaf,,,,,2.04432583,2.0,
37,58,37-58,Leaf,,,,,-0.368417352,1.0,
37,59,37-59,manggarai_air_lag3,592.5,37-103,37-104,37-104,241.01474,56.0,
37,60,37-60,hour_cos,-0.866025388,37-105,37-106,37-106,1261.01526,135.0,
37,61,37-61,manggarai_air_lag3,760.0,37-107,37-108,37-108,1651.02832,3933.0,
37,62,37-62,depok_air_lag9,160.0,37-109,37-110,37-110,11347.917,172.0,
37,63,37-63,depok_air_lag19,170.0,37-111,37-112,37-112,1388.13159,345.0,
37,64,37-64,time_index,8789.0,37-113,37-114,37-114,5434.90137,3.0,
37,65,37-65,Leaf,,,,,-15.8171406,1.0,
37,66,37-66,hour_cos,6.12323426e-17,37-115,37-116,37-116,63.4893608,10.0,
37,67,37-67,depok_air_lag14,92.5,37-117,37-118,37-118,551.414551,118.0,
37,68,37-68,Leaf,,,,,2.28787851,1.0,
37,69,37-69,depok_air_lag6,185.0,37-119,37-120,37-120,448.174622,233.0,
37,70,37-70,manggarai_air_lag3,745.0,37-121,37-122,37-122,837.582886,121.0,
37,71,37-71,Leaf,,,,,0.201132208,1.0,
37,72,37-72,Leaf,,,,,0.855242908,3.0,
37,73,37-73,Leaf,,,,,0.819118202,2.0,
37,74,37-74,Leaf,,,,,2.52347732,5.0,
37,75,37-75,Leaf,,,,,0.0620056167,1.0,
37,76,37-76,Leaf,,,,,0.254867554,1.0,
37,77,37-77,manggarai_cuaca_lag1_hujan,1.0,37-123,37-124,37-124,1112.54688,504.0,
37,78,37-78,manggarai_air_lag9,710.0,37-125,37-126,37-126,700.887512,65.0,
37,79,37-79,depok_air_lag9,135.0,37-127,37-128,37-128,1216.5376,86.0,
37,80,37-80,hour_sin,-0.5,37-129,37-130,37-130,673.345642,47.0,
37,81,37-81,katulampa_air_lag19,15.0,37-131,37-132,37-132,116.26973,8.0,
37,82,37-82,manggarai_air_lag2,800.0,37-133,37-134,37-134,131.267334,49.0,
37,83,37-83,Leaf,,,,,-0.135146648,3069.0,
37,84,37-84,Leaf,,,,,-0.395096391,162.0,
37,85,37-85,Leaf,,,,,-0.102028549,13.0,
37,86,37-86,Leaf,,,,,0.451040566,34.0,
37,87,37-87,Leaf,,,,,-0.0568924733,6767.0,
37,88,37-88,Leaf,,,,,0.734116852,16.0,
37,89,37-89,Leaf,,,,,-0.886566341,65.0,
37,90,37-90,Leaf,,,,,-0.104757808,197.0,
37,91,37-91,Leaf,,,,,0.268479913,3.0,
37,92,37-92,Leaf,,,,,3.85700274,2.0,
37,93,37-93,Leaf,,,,,-0.326945096,21.0,
37,94,37-94,Leaf,,,,,0.468945563,77.0,
37,95,37-95,Leaf,,,,,-2.97869468,22.0,
37,96,37-96,Leaf,,,,,0.0634100884,82.0,
37,97,37-97,Leaf,,,,,0.0114569571,10459.0,
37,98,37-98,Leaf,,,,,-0.962042928,17.0,
37,99,37-99,Leaf,,,,,-1.0846535,18.0,
37,100,37-100,Leaf,,,,,-0.175516769,2.0,
37,101,37-101,Leaf,,,,,-0.261583,238.0,
37,102,37-102,Leaf,,,,,1.34142053,2.0,
37,103,37-103,Leaf,,,,,-0.733799219,2.0,
37,104,37-104,Leaf,,,,,0.190589592,54.0,
37,105,37-105,Leaf,,,,,-1.11235225,17.0,
37,106,37-106,Leaf,,,,,-0.210408807,118.0,
37,107,37-107,Leaf,,,,,0.138596222,3928.0,
37,108,37-108,Leaf,,,,,-1.52242935,5.0,
37,109,37-109,Leaf,,,,,-0.0232575554,167.0,
37,110,37-110,Leaf,,,,,-4.44977283,5.0,
37,111,37-111,Leaf,,,,,0.0679973885,324.0,
37,112,37-112,Leaf,,,,,-0.752790689,21.0,
37,113,37-113,Leaf,,,,,-7.05854797,1.0,
37,114,37-114,Leaf,,,,,0.212137863,2.0,
37,115,37-115,Leaf,,,,,-0.207472727,2.0,
37,116,37-116,Leaf,,,,,0.342586249,8.0,
37,117,37-117,Leaf,,,,,0.757863641,47.0,
37,118,37-118,Leaf,,,,,0.310809225,71.0,
37,119,37-119,Leaf,,,,,0.093229495,231.0,
37,120,37-120,Leaf,,,,,1.32500005,2.0,
37,121,37-121,Leaf,,,,,0.455058575,115.0,
37,122,37-122,Leaf,,,,,-0.681614459,6.0,
37,123,37-123,Leaf,,,,,0.271233559,484.0,
37,124,37-124,Leaf,,,,,1.01773858,20.0,
37,125,37-125,Leaf,,,,,0.220065102,44.0,
37,126,37-126,Leaf,,,,,-0.468658745,21.0,
37,127,37-127,Leaf,,,,,1.15508068,34.0,
37,128,37-128,Leaf,,,,,0.380566984,52.0,
37,129,37-129,Leaf,,,,,1.64708257,2.0,
37,130,37-130,Leaf,,,,,0.0965488628,45.0,
37,131,37-131,Leaf,,,,,0.421057135,5.0,
37,132,37-132,Leaf,,,,,-0.281465143,3.0,
37,133,37-133,Leaf,,,,,1.05168521,8.0,
37,134,37-134,Leaf,,,,,0.566297829,41.0,
38,0,38-0,depok_air_lag6,106.0,38-1,38-2,38-2,14498.624,27151.0,
38,1,38-1,manggarai_air_lag20,620.0,38-3,38-4,38-4,4947.88867,21013.0,
38,2,38-2,depok_air_lag6,165.0,38-5,38-6,38-6,2830.77148,6138.0,
38,3,38-3,depok_air_lag7,20.0,38-7,38-8,38-8,2866.32129,10315.0,
38,4,38-4,manggarai_air_lag14,770.0,38-9,38-10,38-10,5339.86719,10698.0,
38,5,38-5,depok_cuaca_lag5_hujan,1.0,38-11,38-12,38-12,2528.62744,5687.0,
38,6,38-6,depok_air_lag3,125.0,38-13,38-14,38-14,986.953125,451.0,
38,7,38-7,hour_sin,0.965925813,38-15,38-16,38-16,6269.12988,4.0,
38,8,38-8,manggarai_cuaca_lag1_hujan,1.0,38-17,38-18,38-18,2651.01221,10311.0,
38,9,38-9,time_index,19527.0,38-19,38-20,38-20,1654.79517,10675.0,
38,10,38-10,manggarai_cuaca_lag19_hujan,1.0,38-21,38-22,38-22,40017.4258,23.0,
38,11,38-11,manggarai_cuaca_lag1_hujan,1.0,38-23,38-24,38-24,2036.99414,5150.0,
38,12,38-12,katulampa_air_lag4,90.0,38-25,38-26,38-26,1249.06689,537.0,
38,13,38-13,manggarai_cuaca_lag7_hujan,1.0,38-27,38-28,38-28,561.502991,18.0,
38,14,38-14,depok_air_lag6,210.0,38-29,38-30,38-30,704.820801,433.0,
38,15,38-15,hour_sin,-0.258819044,38-31,38-32,38-32,1.11687851,3.0,
38,16,38-16,Leaf,,,,,-6.82452154,1.0,
38,17,38-17,manggarai_air_lag20,20.0,38-33,38-34,38-34,1721.22461,9985.0,
38,18,38-18,depok_air_lag16,150.0,38-35,38-36,38-36,2722.59351,326.0,
38,19,38-19,manggarai_cuaca_lag1_hujan,1.0,38-37,38-38,38-38,2449.01514,4378.0,
38,20,38-20,katulampa_air_lag4,75.0,38-39,38-40,38-40,3409.86401,6297.0,
38,21,38-21,time_index,18065.0,38-41,38-42,38-42,2464.47534,22.0,
38,22,38-22,Leaf,,,,,-15.0262833,1.0,
38,23,38-23,depok_air_lag9,155.0,38-43,38-44,38-44,1746.92627,4928.0,
38,24,38-24,hour_sin,-0.5,38-45,38-46,38-46,4928.26172,222.0,
38,25,38-25,dayofyear_cos,0.38640523,38-47,38-48,38-48,931.019043,522.0,
38,26,38-26,time_index,21251.0,38-49,38-50,38-50,1063.86865,15.0,
38,27,38-27,depok_cuaca_lag9_hujan,1.0,38-51,38-52,38-52,253.923416,15.0,
38,28,38-28,time_index,14893.0,38-53,38-54,38-54,681.352844,3.0,
38,29,38-29,time_index,33331.0,38-55,38-56,38-56,624.299561,318.0,
38,30,38-30,katulampa_air_lag5,56.0,38-57,38-58,38-58,761.717285,115.0,
38,31,38-31,Leaf,,,,,0.354152411,2.0,
38,32,38-32,Leaf,,,,,0.0847930908,1.0,
38,33,38-33,Leaf,,,,,2.83678293,1.0,
38,34,38-34,depok_cuaca_lag9_hujan,1.0,38-59,38-60,38-60,1452.30371,9984.0,
38,35,38-35,hour_sin,-0.965925813,38-61,38-62,38-62,1979.22095,322.0,
38,36,38-36,dayofyear_sin,-0.893579006,38-63,38-64,38-64,1277.427,4.0,
38,37,38-37,manggarai_air_lag9,520.0,38-65,38-66,38-66,2260.85791,4155.0,
38,38,38-38,manggarai_air_lag15,725.0,38-67,38-68,38-68,4687.15625,223.0,
38,39,38-39,manggarai_air_lag21,710.0,38-69,38-70,38-70,1268.38367,6276.0,
38,40,38-40,katulampa_cuaca_lag14_hujan,1.0,38-71,38-72,38-72,50231.207,21.0,
38,41,38-41,manggarai_air_lag15,775.0,38-73,38-74,38-74,607.148071,20.0,
38,42,38-42,hour_sin,-0.965925813,38-75,38-76,38-76,1959.54834,2.0,
38,43,38-43,dayofyear_sin,-0.739392281,38-77,38-78,38-78,1351.56812,4468.0,
38,44,38-44,time_index,27890.0,38-79,38-80,38-80,597.520752,460.0,
38,45,38-45,hour_cos,-0.5,38-81,38-82,38-82,2815.41699,69.0,
38,46,38-46,hour_cos,-0.866025388,38-83,38-84,38-84,1210.45813,153.0,
38,47,38-47,depok_air_lag6,155.0,38-85,38-86,38-86,725.695801,222.0,
38,48,38-48,time_index,689.0,38-87,38-88,38-88,530.219788,300.0,
38,49,38-49,katulampa_air_lag5,100.0,38-89,38-90,38-90,239.692596,11.0,
38,50,38-50,hour_sin,1.22464685e-16,38-91,38-92,38-92,1010.62061,4.0,
38,51,38-51,manggarai_air_lag2,665.0,38-93,38-94,38-94,155.874069,9.0,
38,52,38-52,dayofyear_sin,-0.941033661,38-95,38-96,38-96,73.6890869,6.0,
38,53,38-53,Leaf,,,,,-2.69419551,1.0,
38,54,38-54,time_index,28023.0,38-97,38-98,38-98,1.0749948,2.0,
38,55,38-55,depok_air_lag3,275.0,38-99,38-100,38-100,590.395996,309.0,
38,56,38-56,depok_air_lag16,86.0,38-101,38-102,38-102,226.993164,9.0,
38,57,38-57,manggarai_air_lag5,665.0,38-103,38-104,38-104,385.750488,62.0,
38,58,38-58,time_index,6661.0,38-105,38-106,38-106,279.196533,53.0,
38,59,38-59,dayofyear_sin,-0.599551499,38-107,38-108,38-108,1162.79883,9739.0,
38,60,38-60,manggarai_air_lag5,607.5,38-109,38-110,38-110,602.388672,245.0,
38,61,38-61,manggarai_air_lag15,598.0,38-111,38-112,38-112,2078.49341,23.0,
38,62,38-62,depok_air_lag16,74.0,38-113,38-114,38-114,1491.26379,299.0,
38,63,38-63,Leaf,,,,,3.82349443,2.0,
38,64,38-64,Leaf,,,,,0.357592791,2.0,
38,65,38-65,hour_sin,-0.707106769,38-115,38-116,38-116,807.850586,2.0,
38,66,38-66,manggarai_air_lag7,520.0,38-117,38-118,38-118,824.868286,4153.0,
38,67,38-67,dayofyear_sin,-0.994566739,38-119,38-120,38-120,4909.57861,213.0,
38,68,38-68,dayofyear_sin,0.960885406,38-121,38-122,38-122,2488.66699,10.0,
38,69,38-69,hour_cos,-0.258819044,38-123,38-124,38-124,994.896606,6192.0,
38,70,38-70,manggarai_air_lag9,625.0,38-125,38-126,38-126,24696.4824,84.0,
38,71,38-71,depok_air_lag6,80.0,38-127,38-128,38-128,483.654083,20.0,
38,72,38-72,Leaf,,,,,-16.3107338,1.0,
38,73,38-73,hour_cos,0.5,38-129,38-130,38-130,295.84552,7.0,
38,74,38-74,katulampa_air_lag4,15.0,38-131,38-132,38-132,31.1528549,13.0,
38,75,38-75,Leaf,,,,,0.362182617,1.0,
38,76,38-76,Leaf,,,,,-4.73335886,1.0,
38,77,38-77,katulampa_air_lag19,90.0,38-133,38-134,38-134,2313.09644,739.0,
38,78,38-78,time_index,15161.0,38-135,38-136,38-136,1039.18042,3729.0,
38,79,38-79,depok_air_lag8,180.0,38-137,38-138,38-138,399.476807,378.0,
38,80,38-80,manggarai_air_lag3,675.0,38-139,38-140,38-140,630.279724,82.0,
38,81,38-81,dayofyear_cos,0.538583577,38-141,38-142,38-142,2262.28516,9.0,
38,82,38-82,manggarai_air_lag2,700.0,38-143,38-144,38-144,1420.65503,60.0,
38,83,38-83,depok_air_lag12,150.0,38-145,38-146,38-146,2758.43408,25.0,
38,84,38-84,manggarai_air_lag7,715.0,38-147,38-148,38-148,727.993347,128.0,
38,85,38-85,time_index,30809.0,38-149,38-150,38-150,757.408691,207.0,
38,86,38-86,depok_air_lag7,130.0,38-151,38-152,38-152,812.302734,15.0,
38,87,38-87,manggarai_air_lag14,680.0,38-153,38-154,38-154,117.542007,15.0,
38,88,38-88,manggarai_air_lag3,765.0,38-155,38-156,38-156,419.036011,285.0,
38,89,38-89,depok_air_lag7,106.0,38-157,38-158,38-158,55.2733765,7.0,
38,90,38-90,dayofyear_sin,-0.982351661,38-159,38-160,38-160,20.0495396,4.0,
38,91,38-91,Leaf,,,,,3.13971257,3.0,
38,92,38-92,Leaf,,,,,-0.215414435,1.0,
38,93,38-93,depok_air_lag7,165.0,38-161,38-162,38-162,34.7744293,8.0,
38,94,38-94,Leaf,,,,,0.492037982,1.0,
38,95,38-95,time_index,157.0,38-163,38-164,38-164,9.46857071,2.0,
38,96,38-96,Leaf,,,,,0.619935334,4.0,
38,97,38-97,Leaf,,,,,0.0155944824,1.0,
38,98,38-98,Leaf,,,,,-0.0986358672,1.0,
38,99,38-99,dayofyear_cos,0.243729711,38-165,38-166,38-166,569.167969,305.0,
38,100,38-100,time_index,22975.0,38-167,38-168,38-168,99.7167053,4.0,
38,101,38-101,hour_cos,0.5,38-169,38-170,38-170,52.3831444,4.0,
38,102,38-102,hour_cos,0.866025388,38-171,38-172,38-172,38.7897034,5.0,
38,103,38-103,katulampa_air_lag4,29.0,38-173,38-174,38-174,434.537109,37.0,
38,104,38-104,hour_sin,0.707106769,38-175,38-176,38-176,106.869629,25.0,
38,105,38-105,manggarai_air_lag21,620.0,38-177,38-178,38-178,34.8332138,5.0,
38,106,38-106,hour_sin,0.965925813,38-179,38-180,38-180,201.955078,48.0,
38,107,38-107,Leaf,,,,,-0.146508798,3874.0,
38,108,38-108,Leaf,,,,,-0.075885348,5865.0,
38,109,38-109,Leaf,,,,,0.296078771,124.0,
38,110,38-110,Leaf,,,,,-0.016799828,121.0,
38,111,38-111,Leaf,,,,,1.75078332,14.0,
38,112,38-112,Leaf,,,,,-0.155449837,9.0,
38,113,38-113,Leaf,,,,,0.94259131,18.0,
38,114,38-114,Leaf,,,,,0.027078703,281.0,
38,115,38-115,Leaf,,,,,-3.96588755,1.0,
38,116,38-116,Leaf,,,,,-0.230960086,1.0,
38,117,38-117,Leaf,,,,,-1.33536255,4.0,
38,118,38-118,Leaf,,,,,-0.049961634,4149.0,
38,119,38-119,Leaf,,,,,2.46722293,8.0,
38,120,38-120,Leaf,,,,,0.0803414956,205.0,
38,121,38-121,Leaf,,,,,3.43829417,6.0,
38,122,38-122,Leaf,,,,,0.245411381,4.0,
38,123,38-123,Leaf,,,,,0.00158981164,2314.0,
38,124,38-124,Leaf,,,,,0.0844415352,3878.0,
38,125,38-125,Leaf,,,,,-6.02575684,6.0,
38,126,38-126,Leaf,,,,,0.172962666,78.0,
38,127,38-127,Leaf,,,,,1.28711247,3.0,
38,128,38-128,Leaf,,,,,0.0608900301,17.0,
38,129,38-129,Leaf,,,,,0.302446485,5.0,
38,130,38-130,Leaf,,,,,1.64214885,2.0,
38,131,38-131,Leaf,,,,,0.0796590149,2.0,
38,132,38-132,Leaf,,,,,-0.313267022,11.0,
38,133,38-133,Leaf,,,,,-0.0332693271,721.0,
38,134,38-134,Leaf,,,,,-1.15115309,18.0,
38,135,38-135,Leaf,,,,,0.158507004,1290.0,
38,136,38-136,Leaf,,,,,0.0475245379,2439.0,
38,137,38-137,Leaf,,,,,0.266170651,303.0,
38,138,38-138,Leaf,,,,,0.525731742,75.0,
38,139,38-139,Leaf,,,,,0.441513211,24.0,
38,140,38-140,Leaf,,,,,-0.157622561,58.0,
38,141,38-141,Leaf,,,,,1.41998291,7.0,
38,142,38-142,Leaf,,,,,5.06814146,2.0,
38,143,38-143,Leaf,,,,,1.09703577,44.0,
38,144,38-144,Leaf,,,,,-5.27774573e-05,16.0,
38,145,38-145,Leaf,,,,,0.011729504,20.0,
38,146,38-146,Leaf,,,,,-2.43240047,5.0,
38,147,38-147,Leaf,,,,,0.0965615734,110.0,
38,148,38-148,Leaf,,,,,0.768197477,18.0,
38,149,38-149,Leaf,,,,,0.479843378,174.0,
38,150,38-150,Leaf,,,,,-0.0412674844,33.0,
38,151,38-151,Leaf,,,,,2.18464112,4.0,
38,152,38-152,Leaf,,,,,0.56371057,11.0,
38,153,38-153,Leaf,,,,,-0.59377259,9.0,
38,154,38-154,Leaf,,,,,-0.0288678855,6.0,
38,155,38-155,Leaf,,,,,0.225025102,281.0,
38,156,38-156,Leaf,,,,,-0.703328848,4.0,
38,157,38-157,Leaf,,,,,1.21944273,3.0,
38,158,38-158,Leaf,,,,,0.463063955,4.0,
38,159,38-159,Leaf,,,,,-0.292236328,1.0,
38,160,38-160,Leaf,,,,,0.0967941284,3.0,
38,161,38-161,Leaf,,,,,-0.310813695,6.0,
38,162,38-162,Leaf,,,,,-0.842433631,2.0,
38,163,38-163,Leaf,,,,,0.105816655,1.0,
38,164,38-164,Leaf,,,,,-0.207437143,1.0,
38,165,38-165,Leaf,,,,,0.522606134,134.0,
38,166,38-166,Leaf,,,,,0.245046496,171.0,
38,167,38-167,Leaf,,,,,-1.10735476,2.0,
38,168,38-168,Leaf,,,,,-0.123577885,2.0,
38,169,38-169,Leaf,,,,,0.295448303,3.0,
38,170,38-170,Leaf,,,,,-0.336489886,1.0,
38,171,38-171,Leaf,,,,,-0.966506422,4.0,
38,172,38-172,Leaf,,,,,-0.128005981,1.0,
38,173,38-173,Leaf,,,,,0.0613745116,4.0,
38,174,38-174,Leaf,,,,,1.17919958,33.0,
38,175,38-175,Leaf,,,,,0.124571882,6.0,
38,176,38-176,Leaf,,,,,0.630589902,19.0,
38,177,38-177,Leaf,,,,,-0.501672387,3.0,
38,178,38-178,Leaf,,,,,0.00633138046,2.0,
